"ActivityLabel","SubjectID","1 tBodyAcc-mean()-X","2 tBodyAcc-mean()-Y","3 tBodyAcc-mean()-Z","41 tGravityAcc-mean()-X","42 tGravityAcc-mean()-Y","43 tGravityAcc-mean()-Z","81 tBodyAccJerk-mean()-X","82 tBodyAccJerk-mean()-Y","83 tBodyAccJerk-mean()-Z","121 tBodyGyro-mean()-X","122 tBodyGyro-mean()-Y","123 tBodyGyro-mean()-Z","161 tBodyGyroJerk-mean()-X","162 tBodyGyroJerk-mean()-Y","163 tBodyGyroJerk-mean()-Z","201 tBodyAccMag-mean()","214 tGravityAccMag-mean()","227 tBodyAccJerkMag-mean()","240 tBodyGyroMag-mean()","253 tBodyGyroJerkMag-mean()","266 fBodyAcc-mean()-X","267 fBodyAcc-mean()-Y","268 fBodyAcc-mean()-Z","345 fBodyAccJerk-mean()-X","346 fBodyAccJerk-mean()-Y","347 fBodyAccJerk-mean()-Z","424 fBodyGyro-mean()-X","425 fBodyGyro-mean()-Y","426 fBodyGyro-mean()-Z","503 fBodyAccMag-mean()","516 fBodyBodyAccJerkMag-mean()","529 fBodyBodyGyroMag-mean()","542 fBodyBodyGyroJerkMag-mean()","4 tBodyAcc-std()-X","5 tBodyAcc-std()-Y","6 tBodyAcc-std()-Z","44 tGravityAcc-std()-X","45 tGravityAcc-std()-Y","46 tGravityAcc-std()-Z","84 tBodyAccJerk-std()-X","85 tBodyAccJerk-std()-Y","86 tBodyAccJerk-std()-Z","124 tBodyGyro-std()-X","125 tBodyGyro-std()-Y","126 tBodyGyro-std()-Z","164 tBodyGyroJerk-std()-X","165 tBodyGyroJerk-std()-Y","166 tBodyGyroJerk-std()-Z","202 tBodyAccMag-std()","215 tGravityAccMag-std()","228 tBodyAccJerkMag-std()","241 tBodyGyroMag-std()","254 tBodyGyroJerkMag-std()","269 fBodyAcc-std()-X","270 fBodyAcc-std()-Y","271 fBodyAcc-std()-Z","348 fBodyAccJerk-std()-X","349 fBodyAccJerk-std()-Y","350 fBodyAccJerk-std()-Z","427 fBodyGyro-std()-X","428 fBodyGyro-std()-Y","429 fBodyGyro-std()-Z","504 fBodyAccMag-std()","517 fBodyBodyAccJerkMag-std()","530 fBodyBodyGyroMag-std()","543 fBodyBodyGyroJerkMag-std()"
"44","SITTING","21",3800.85882352941,1888.87058823529,2732.36470588235,5366.76470588235,4620.28235294118,2799.31764705882,5178.94117647059,4364.24705882353,3938.97647058824,2857.36470588235,3982.18823529412,4751.35294117647,3936.21176470588,3459.4,3571.84705882353,4531.2,4531.2,4858.81176470588,5232.76470588235,5134.97647058824,5063.98823529412,4149.14117647059,4985.62352941177,5033.2,4653.15294117647,5098,5549,5060.12941176471,4960.37647058823,4681.18823529412,4590.69411764706,5415.37647058823,5179.16470588235,5060.44705882353,4045.23529411765,4755.2,5903.44705882353,5273.29411764706,4971.27058823529,4876.82352941176,4424.45882352941,5131.09411764706,5842.05882352941,5024.02352941176,5148.87058823529,5361.95294117647,5045.62352941177,4905.81176470588,4875.62352941177,4875.62352941177,4672.44705882353,5443.51764705882,5206.37647058823,5092.07058823529,4332.74117647059,4751.10588235294,4948.22352941176,4384.58823529412,5179.56470588235,5921.91764705882,4970.45882352941,5271.37647058823,5412.07058823529,4775.27058823529,5640.64705882353,5311.70588235294
"45","SITTING","22",3926.58064516129,3245.6935483871,3495.93548387097,3032.11290322581,5546.75806451613,4827.96774193548,5083.37096774194,3619.40322580645,3863.88709677419,2569.8064516129,3428.1935483871,4475.40322580645,3476.66129032258,3298.03225806452,3956.08064516129,3628.24193548387,3628.24193548387,4907.79032258064,4551.72580645161,5125.54838709677,4235.87096774194,3715.67741935484,4325.58064516129,4671.93548387097,4610.96774193548,4861.37096774194,5320.09677419355,4519.77419354839,4478.62903225806,3986,4489.01612903226,4791.98387096774,4910,4002.08064516129,3486.87096774194,3944.46774193548,3958.11290322581,4321.29032258064,3591.90322580645,4558.72580645161,4447.01612903226,5041.5,5472.91935483871,4316.70967741936,4508.22580645161,5521.61290322581,4792.67741935484,4982.1935483871,3953.11290322581,3953.11290322581,4557.17741935484,4648.40322580645,4900.82258064516,3923.27419354839,3717.59677419355,3864.67741935484,4696.79032258064,4476.45161290323,5098.85483870968,5491.87096774194,4203.61290322581,4579.14516129032,4355.70967741936,4601.59677419355,4755.37096774194,4953.62903225806
"46","SITTING","23",3515.25,2583.92647058824,3336.73529411765,4981.07352941176,5592.16176470588,3223.82352941176,5044.83823529412,3821.83823529412,3992.32352941176,2574.01470588235,3857.63235294118,3866.73529411765,4255.69117647059,3515.41176470588,3982.14705882353,4157.55882352941,4157.55882352941,4864.10294117647,4809.89705882353,5066.79411764706,4908.67647058824,4363.66176470588,4610.19117647059,4978.11764705882,5103.27941176471,4632.17647058824,5369.35294117647,4661.35294117647,5188.10294117647,4268.27941176471,4384.69117647059,4985.27941176471,4860.69117647059,4847.73529411765,4132.66176470588,4238.77941176471,5414.01470588235,5147.22058823529,4360.13235294118,4844.57352941176,4868.79411764706,4658.29411764706,5580.11764705882,4578.58823529412,5340.41176470588,5395.48529411765,4660.48529411765,5399.72058823529,4400.16176470588,4400.16176470588,4450.32352941176,4962.5,4811.48529411765,4848.45588235294,4372.57352941176,4392.51470588235,4941.42647058824,4784.44117647059,4680.67647058824,5626.88235294118,4504.61764705882,5451.77941176471,4887.67647058824,4496.29411764706,5137.41176470588,4791.33823529412
"47","SITTING","24",1392.02941176471,1093.63235294118,1390.27941176471,1725.75,2307.95588235294,1464.45588235294,2109.17647058824,1664.16176470588,1503.82352941176,923.426470588235,1647.91176470588,1839.39705882353,1714.51470588235,1367.95588235294,1480.67647058824,1922.54411764706,1922.54411764706,2097.91176470588,2204.29411764706,2392.47058823529,2113.22058823529,1740.97058823529,2044.47058823529,2102.36764705882,2008.98529411765,2111.95588235294,2397.63235294118,2245.13235294118,2164.07352941176,1883.42647058824,1945.41176470588,2353.41176470588,2380.97058823529,2115.20588235294,1666.73529411765,2026.48529411765,2189.66176470588,1931.67647058824,1879.57352941176,2039.23529411765,1962.66176470588,2137.30882352941,2483.19117647059,2214.95588235294,2152.51470588235,2434.51470588235,2290.94117647059,2299.51470588235,1942.55882352941,1942.55882352941,1946.5,2315.29411764706,2380.10294117647,2101.10294117647,1749.80882352941,2027.66176470588,2049.85294117647,1976.77941176471,2167.25,2485.95588235294,2192.57352941176,2179.92647058824,2127.04411764706,1969.14705882353,2342.11764705882,2387.33823529412
"48","SITTING","25",3865.43076923077,2189.21538461538,2510.83076923077,4442.04615384615,5902.23076923077,4592.38461538462,5194.96923076923,4374.89230769231,3315.6,2557.55384615385,3898.23076923077,4630.8,4464.96923076923,3391.55384615385,3843.55384615385,4616.73846153846,4616.73846153846,5528.55384615385,5305.69230769231,5662.07692307692,5416,4462.63076923077,5099.13846153846,5674.98461538462,5182.09230769231,5424.29230769231,5926.18461538462,5209.6,5247.4,4792.75384615385,5016.26153846154,5497.83076923077,5540.09230769231,5252.87692307692,4273.15384615385,4713.6,5798.78461538462,5213.04615384615,5042.58461538462,5540.29230769231,4950.55384615385,5473.6,6121.78461538462,5070.16923076923,5339.72307692308,5910.63076923077,5333.18461538462,5547,4893.36923076923,4893.36923076923,5087.89230769231,5415.84615384615,5555.61538461538,5173.70769230769,4482.63076923077,4665.83076923077,5623.87692307692,4880.06153846154,5531.26153846154,6161.49230769231,4968.35384615385,5426.53846153846,5365.84615384615,5137,5547.24615384615,5629.75384615385
"49","SITTING","26",3743.28205128205,2653.89743589744,2958.60256410256,3504.64102564103,4870.29487179487,4710.14102564103,5098.9358974359,4162.75641025641,3467.52564102564,2329.12820512821,3853.65384615385,4184.96153846154,4244.5641025641,3300,4024.75641025641,4459.48717948718,4459.48717948718,5866.96153846154,5046.35897435897,6022.83333333333,5099.46153846154,4650.57692307692,5134.30769230769,5720.11538461538,5561.33333333333,5739.4358974359,6229.55128205128,5230.78205128205,5192,4751.28205128205,5357.07692307692,5491.11538461538,5919.98717948718,4793.67948717949,4382.08974358974,4696.67948717949,4846.39743589744,5220.01282051282,4541.17948717949,5608.15384615385,5380.47435897436,5829.47435897436,6335.58974358974,4899.52564102564,5246.66666666667,6548.25641025641,5693.64102564103,5664.94871794872,4784.48717948718,4784.48717948718,5417.69230769231,5309.29487179487,5924.74358974359,4671.92307692308,4585.64102564103,4631,5722.57692307692,5372.84615384615,5937.67948717949,6334.20512820513,4731.16666666667,5311.60256410256,5161.88461538462,5443.28205128205,5394.60256410256,5985.74358974359
"50","SITTING","27",3611.21428571429,2107.21428571429,2443.2,3636.5,6355.42857142857,5168.92857142857,5076.52857142857,4233.57142857143,3517,2161.02857142857,4194.01428571429,4616.34285714286,4645.44285714286,3312.84285714286,3953.55714285714,4761.25714285714,4761.25714285714,5500.22857142857,5369.9,5957.54285714286,5156.44285714286,4553.82857142857,5307.3,5422.91428571429,5244.25714285714,5629.42857142857,5871.61428571429,5422.85714285714,5219.74285714286,4900.7,5124.61428571429,5653.41428571429,5809.3,5007.11428571429,4284.82857142857,4949.58571428571,5301.78571428571,5715,5273.42857142857,5291.67142857143,5046.85714285714,5673.77142857143,6024.72857142857,5307.15714285714,5296.27142857143,6056,5666.04285714286,5661.72857142857,4979.08571428571,4979.08571428571,5189.07142857143,5538.31428571429,5791.11428571429,4944.88571428571,4509.72857142857,4904.08571428571,5385.18571428571,5024.8,5681.27142857143,6045.97142857143,5219.37142857143,5373.21428571429,5442.1,5199.34285714286,5656,5810.97142857143
"51","SITTING","28",3664.75,2912.48611111111,3843.06944444444,3839.27777777778,3676.55555555556,3450.51388888889,5097.41666666667,4077.29166666667,3215.97222222222,2686.34722222222,3760.94444444444,4550.43055555556,3696.83333333333,3400.97222222222,3523.88888888889,3513.04166666667,3513.04166666667,4062.41666666667,4490.11111111111,4530.16666666667,4128.86111111111,3252.73611111111,4048.36111111111,4151.18055555556,3932.04166666667,4279.76388888889,5007.83333333333,4270.51388888889,4223.43055555556,3673.54166666667,3844.40277777778,4634.48611111111,4512.58333333333,4132.41666666667,3055.94444444444,3840.125,5093.68055555556,4459.81944444444,4031.23611111111,4016.58333333333,3710.5,4348.55555555556,5290.27777777778,4170.56944444444,4403.77777777778,4922.88888888889,4427.98611111111,4177.58333333333,3842.09722222222,3842.09722222222,3944.81944444444,4604.33333333333,4510.41666666667,4152.13888888889,3321.63888888889,3860.38888888889,4133.94444444444,3674.88888888889,4448.65277777778,5360.05555555556,4093.58333333333,4528.27777777778,4380.125,4064,4765.08333333333,4572.22222222222
"52","SITTING","29",3741.76666666667,2316.08333333333,1945.5,3081.95,5387.16666666667,4719.06666666667,5038.73333333333,4144.03333333333,3628.56666666667,2447.61666666667,3861.6,4387.85,4668.55,3413.18333333333,4130.76666666667,4861.81666666667,4861.81666666667,5687.01666666667,5389.86666666667,6256.81666666667,5458.61666666667,4501.56666666667,5545.96666666667,5783.85,5278.28333333333,5723.76666666667,5930.11666666667,5892.95,5138.76666666667,5115.78333333333,5291,5756.8,6178.18333333333,5226.38333333333,4147.03333333333,5201.76666666667,5476.2,5341.4,5514.06666666667,5693.56666666667,5057.2,5778.26666666667,6045.9,5669.25,5111.2,6100.43333333333,6179.78333333333,5791.9,5179.66666666667,5179.66666666667,5330.5,5578.06666666667,6166.3,5130.93333333333,4348.18333333333,5153.11666666667,5834.68333333333,4996.91666666667,5828.61666666667,6050.96666666667,5533.18333333333,5160.83333333333,5636.3,5283.15,5663.06666666667,6185.8
"53","SITTING","3",3209.90384615385,3695.03846153846,4449.26923076923,4616.30769230769,5499.90384615385,4374.78846153846,4665.73076923077,4343.32692307692,3821.69230769231,2550.59615384615,3730.59615384615,3592.96153846154,3951.69230769231,3361.11538461538,3916.5,3565.71153846154,3565.71153846154,4356.78846153846,4347.28846153846,4733.15384615385,4405.40384615385,3306.53846153846,4305.98076923077,4423.46153846154,4053,4748.09615384615,4937.25,4606.59615384615,4256.71153846154,3805.53846153846,4136.78846153846,4728.32692307692,4790.75,4425.96153846154,3050.19230769231,4161.86538461538,4488.86538461538,3460.96153846154,3540.71153846154,4277.23076923077,3844.76923076923,4837.82692307692,5221.32692307692,4508.78846153846,4334.11538461538,4740.05769230769,4678.36538461538,4585.36538461538,3860.71153846154,3860.71153846154,4237.23076923077,4671.15384615385,4762.96153846154,4456.51923076923,3270.96153846154,4160.09615384615,4368.65384615385,3821.94230769231,4945.88461538462,5298.67307692308,4433.57692307692,4424.73076923077,4319.82692307692,4366.90384615385,4790.51923076923,4779.92307692308
"54","SITTING","30",3988.95161290323,3013.40322580645,2793.3064516129,3429.12903225806,4886.93548387097,4919.16129032258,5158.35483870968,3978.8064516129,3617.5,2676.12903225806,3916.06451612903,4205.14516129032,4057.88709677419,3588.74193548387,4176,4448.01612903226,4448.01612903226,5355.41935483871,5091.90322580645,5953.45161290323,4980.04838709677,4150.91935483871,5247.03225806452,5312.14516129032,5081.43548387097,5631.37096774194,5892.29032258064,5548.91935483871,4896,4705.14516129032,4993.61290322581,5575.83870967742,5983.83870967742,4826.79032258064,3851.3064516129,4891.87096774194,5043.5,4812.75806451613,4861.08064516129,5225.74193548387,4883.70967741936,5703.22580645161,5972.22580645161,5284.58064516129,4924.11290322581,6235.83870967742,5996.01612903226,5372.53225806452,4611.59677419355,4611.59677419355,5099.1935483871,5364.01612903226,5954.43548387097,4746.01612903226,4057.98387096774,4829,5392.01612903226,4855.48387096774,5752.17741935484,5955.27419354839,5138.75806451613,4990.41935483871,5111,5321.37096774194,5440.03225806452,5950.61290322581
"55","SITTING","4",1475.06,1377.72,1409.8,1652.36,1998.34,1883.06,1953.84,1507.88,1461.66,916.64,1389.2,1474.14,1563.98,1336.88,1569.2,1645.96,1645.96,1874.22,1816.76,2064.48,1858.92,1467.96,1904.78,1866.2,1656.52,2059.92,2005.76,2015.42,1754.62,1613.1,1747.56,1988.28,2084.98,1856.72,1475.76,1793.56,2008.28,1509.78,1626.46,1813.52,1598.34,2091.1,2126.42,1934.32,1749.92,1965.1,2139.46,1897.22,1640.86,1640.86,1724.2,1932.94,2076.54,1855.06,1578.34,1782.04,1832.54,1592.9,2125.7,2150.14,1899.8,1785.36,1819.06,1711.54,1957.86,2073.2
"56","SITTING","5",3654.95454545455,3137.29545454545,3556.56818181818,4489.77272727273,5284.81818181818,3574,5061.43181818182,4272.02272727273,3411.86363636364,2206.09090909091,3679.63636363636,3607.40909090909,3688.04545454545,2933,3996.52272727273,3618.31818181818,3618.31818181818,3993.43181818182,4361.22727272727,4163.45454545455,4131,3289.63636363636,4210.54545454545,4137.45454545455,3798.61363636364,4312.18181818182,4424.79545454545,4346.36363636364,4105.88636363636,3728.40909090909,3789.61363636364,4525.09090909091,4213.72727272727,4171.70454545455,3165.52272727273,3969.81818181818,4842.77272727273,4202.72727272727,3818.40909090909,3975.68181818182,3583.59090909091,4380,4782.36363636364,4298.56818181818,4359.27272727273,4067.59090909091,4249.13636363636,3977.93181818182,3892.11363636364,3892.11363636364,3887.31818181818,4549.31818181818,4208.22727272727,4202.36363636364,3601.02272727273,3994.11363636364,4047.97727272727,3553.18181818182,4471.36363636364,4907.61363636364,4248.63636363636,4528.20454545455,4427.47727272727,4016.59090909091,4742.11363636364,4254.18181818182
"57","SITTING","6",3533.14545454545,2995.76363636364,3458,4821.85454545455,4723.29090909091,3169.58181818182,5308.43636363636,3791.74545454545,4021.94545454545,2523.43636363636,3340.67272727273,4464.67272727273,2770.23636363636,3411.41818181818,4094.50909090909,3474.23636363636,3474.23636363636,3740.16363636364,4126.41818181818,3901.76363636364,3869.50909090909,3111.76363636364,3903.29090909091,3816.89090909091,3577.41818181818,3927.09090909091,4152.72727272727,3945.70909090909,4043.63636363636,3506.70909090909,3421.2,4200.29090909091,3930.30909090909,3957.05454545455,3008.87272727273,3729.38181818182,5320.34545454545,4444.74545454545,4093.63636363636,3667.61818181818,3351.18181818182,3963.25454545455,4516.52727272727,3959.6,4262.18181818182,3903.56363636364,3860.98181818182,3964.94545454545,3765.14545454545,3765.14545454545,3523.32727272727,4273.16363636364,3947.78181818182,4021.74545454545,3333.34545454545,3778.70909090909,3768.67272727273,3307.14545454545,4005.25454545455,4645.41818181818,3937.07272727273,4420.12727272727,4362.56363636364,3630.54545454545,4521,4024.4
"58","SITTING","7",3920.125,2914.60416666667,3366.52083333333,6767.77083333333,4750.02083333333,5450.85416666667,4868.625,4032.91666666667,3926.77083333333,2241.83333333333,3611.4375,3320.22916666667,3724,3544.52083333333,3667.125,3686.89583333333,3686.89583333333,4727.16666666667,4433.25,5167.89583333333,4710.20833333333,3985.10416666667,4099.39583333333,4864.22916666667,4823.45833333333,4621.125,4981.52083333333,4565.54166666667,4870.02083333333,3831,4405.75,4862.5625,5064.70833333333,4650.52083333333,3624.97916666667,3940.33333333333,5056.47916666667,4211.375,3524.1875,4690.58333333333,4624,4671.45833333333,5020.16666666667,4318.875,4887.27083333333,5272.64583333333,4898.08333333333,5288.41666666667,4173.70833333333,4173.70833333333,4473.16666666667,4654.5,5027.6875,4638.5625,3811.8125,3884.39583333333,4732.89583333333,4594.8125,4721.5,5006.79166666667,4192.16666666667,4948.08333333333,4612.375,4503.39583333333,4730.41666666667,5028.83333333333
"59","SITTING","8",3416.5,2692.26086956522,3235.86956521739,3041.60869565217,5750.15217391304,4819.08695652174,5159.5652173913,4132.54347826087,4044.97826086957,2555.89130434783,3429.95652173913,3687.30434782609,3824.30434782609,3467.95652173913,4110,4265.39130434783,4265.39130434783,5315.02173913043,4787.76086956522,5950.17391304348,4781.17391304348,4255.04347826087,4942.76086956522,5123.73913043478,5145.15217391304,5262.73913043478,5676.52173913043,5158.84782608696,4692.86956521739,4570.4347826087,4790.47826086957,5232.13043478261,5751.41304347826,4471.47826086957,4116.19565217391,4554.04347826087,4506.23913043478,4778.89130434783,4427.45652173913,5018.84782608696,4993.82608695652,5311.73913043478,5858.65217391304,4950,4732.97826086957,6148.54347826087,5707.82608695652,5276.78260869565,4597.08695652174,4597.08695652174,4847.15217391304,5064.71739130435,5724.9347826087,4340.84782608696,4311.26086956522,4498.4347826087,5171.47826086957,5045.5652173913,5366.76086956522,5891.54347826087,4821.95652173913,4806.67391304348,5028.91304347826,4905,5163.60869565217,5569.65217391304
"60","SITTING","9",1453.06,1234.1,1532.8,2264.5,1976.96,1217.1,1896.94,1565.18,1558.42,1000.78,1397.76,1550.5,1305,1309.24,1394.84,1553.66,1553.66,1805.04,1759.38,1963.02,1773.22,1462.82,1673.5,1802.02,1740.8,1797.32,1891.12,1810.4,1837.84,1526.54,1633.04,1928.2,1974.96,1792.04,1389.86,1640.8,1870.42,1644.62,1411.84,1747.76,1688.72,1818.54,1993.78,1734.92,1830.12,1909.42,1952.72,1926.8,1516.08,1516.08,1623.22,1881.8,1967.74,1786.24,1482.6,1657.36,1768.94,1694.92,1843.3,2002.02,1696.86,1859.6,1663.48,1632.22,1903.94,1965.98
"61","STANDING","1",3896.84905660377,2639.24528301887,2570.71698113208,5041.20754716981,2821.90566037736,3289.83018867925,5156.39622641509,4496.45283018868,3778.09433962264,2493.37735849057,4204.54716981132,4504.94339622641,3680.62264150943,3724.07547169811,3515.69811320755,4917.58490566038,4917.58490566038,5883.1320754717,5434.58490566038,6090.03773584906,5822.11320754717,4404.18867924528,5795.03773584906,5940.15094339623,5207.18867924528,6138.52830188679,5500.90566037736,5890.79245283019,5359.81132075472,5238.62264150943,5520.90566037736,5855.2641509434,6052.01886792453,5737.52830188679,4163,5493.2641509434,6059.15094339623,5043.32075471698,5283.41509433962,5833.1320754717,5020.81132075472,6179.54716981132,5575.05660377359,5788.41509433962,5511.75471698113,5791.07547169811,6161.18867924528,5632.24528301887,5292.58490566038,5292.58490566038,5592.79245283019,5710.88679245283,6046.1320754717,5705.92452830189,4398.77358490566,5341.92452830189,5961.56603773585,5015.15094339623,6182.54716981132,5564,5707.39622641509,5610.62264150943,5742.15094339623,5577.8679245283,5807.75471698113,6086.20754716981
"62","STANDING","10",1540.27272727273,1368.52272727273,1314.06818181818,2138.52272727273,1408.72727272727,1896.43181818182,2009.93181818182,1720.09090909091,1392.38636363636,1146.09090909091,1387.11363636364,1707.52272727273,1122.02272727273,1473.97727272727,1360.15909090909,1715.63636363636,1715.63636363636,1806.5,1784.31818181818,1933.34090909091,1842.11363636364,1395.06818181818,2048.40909090909,1763,1592.70454545455,2102,1711.20454545455,2037.02272727273,1832.45454545455,1663.63636363636,1672.09090909091,1906.20454545455,1955.70454545455,1893.09090909091,1361.34090909091,2005.47727272727,2235.90909090909,1718.11363636364,1732.22727272727,1706.5,1535.54545454545,2113.59090909091,1761.09090909091,2032.09090909091,1870.5,1800.95454545455,2085.90909090909,1825.34090909091,1733.54545454545,1733.54545454545,1671.18181818182,1867.56818181818,1948.56818181818,1912.59090909091,1470.22727272727,2003.61363636364,1722.47727272727,1536.34090909091,2108.31818181818,1753.40909090909,2021.59090909091,1924.70454545455,1924.86363636364,1700.06818181818,1900.5,1951.77272727273
"63","STANDING","11",3757.21276595745,2321.21276595745,1569.48936170213,5873.17021276596,1107.97872340426,5305.34042553191,5302.48936170213,4325.46808510638,3184.74468085106,2414.10638297872,3870.31914893617,5078.10638297872,3712.59574468085,3225.89361702128,3725.53191489362,4749.87234042553,4749.87234042553,5239.68085106383,5361.95744680851,5706.82978723404,5706.40425531915,3844.12765957447,5848.08510638298,5750.31914893617,4556,5699.21276595745,5013.59574468085,6370.57446808511,5081.27659574468,4939.59574468085,5076.78723404255,5613.23404255319,5749.93617021277,5619.70212765957,3634.70212765957,5641.42553191489,6047.63829787234,4946.12765957447,6015.31914893617,5624,4354.95744680851,5732.8085106383,5163.68085106383,6334.27659574468,5198.34042553191,5118.36170212766,6250.55319148936,5261.55319148936,5029.93617021277,5029.93617021277,5132.76595744681,5529.76595744681,5721.97872340426,5592.65957446809,3893,5637.74468085106,5729.57446808511,4351.57446808511,5749.3829787234,5183.95744680851,6276.36170212766,5289.87234042553,5513.65957446809,5173.59574468085,5663.48936170213,5754.89361702128
"64","STANDING","12",1501.27868852459,1370.83606557377,1354.44262295082,2261.98360655738,663.655737704918,1137.90163934426,2052.03278688525,1558.91803278689,1495.95081967213,1270.54098360656,1365.60655737705,1631.65573770492,1406.55737704918,1348.39344262295,1333.37704918033,1716.04918032787,1716.04918032787,1871.16393442623,1775.37704918033,1979.39344262295,1914.09836065574,1516.5737704918,1896.22950819672,1882.55737704918,1755.24590163934,1927.75409836066,1710.13114754098,2004.72131147541,1919.88524590164,1668.18032786885,1686.68852459016,1881.29508196721,1975.93442622951,1959.72131147541,1464.59016393443,1919.01639344262,2126.09836065574,1654.40983606557,1557.22950819672,1834.06557377049,1704.54098360656,1939.3606557377,1729.6393442623,2008.81967213115,1914.11475409836,1841.90163934426,2040.3606557377,2009.06557377049,1727.73770491803,1727.73770491803,1670.95081967213,1780.65573770492,1967.13114754098,1976.54098360656,1564.3606557377,1926.09836065574,1860.62295081967,1710.86885245902,1950.34426229508,1711.90163934426,2009.96721311475,1951.31147540984,1911.32786885246,1661.01639344262,1783.65573770492,1967.44262295082
"65","STANDING","13",1464.91228070175,1289.61403508772,1176.26315789474,1859.15789473684,804.228070175439,1156.19298245614,2084.21052631579,1761.98245614035,1469.35087719298,1127.08771929825,1658,1867.59649122807,1208.22807017544,1438.28070175439,1429.75438596491,1900.61403508772,1900.61403508772,2287.80701754386,1953.75438596491,2144.17543859649,2245.64912280702,1672.61403508772,2248.24561403509,2284.49122807018,2032.66666666667,2353.28070175439,1947.0701754386,2161.91228070175,2080.9298245614,1979.42105263158,2103.75438596491,2137.45614035088,2164.28070175439,2230.15789473684,1557.91228070175,2103.45614035088,2304.43859649123,1761.82456140351,1968.50877192982,2225.82456140351,1984.15789473684,2372.36842105263,1964.33333333333,2120.73684210526,2064.77192982456,2121.54385964912,2179,2130.78947368421,1994.84210526316,1994.84210526316,2091.0350877193,2107.40350877193,2166.91228070175,2211.12280701754,1638.59649122807,2064.33333333333,2234.40350877193,1992.31578947368,2377.42105263158,1945.26315789474,2102.19298245614,2099.89473684211,2159.70175438596,2072.21052631579,2137.47368421053,2177.9298245614
"66","STANDING","14",3686.91666666667,3675.55,4013.23333333333,2929.7,2217,1992.1,5159.13333333333,4018.85,4021.83333333333,2628.53333333333,4533.83333333333,4990.46666666667,3218.21666666667,3467.45,3568.65,3482.91666666667,3482.91666666667,4563.15,4474.08333333333,4880.33333333333,4118.4,3434.43333333333,4233.63333333333,4556.8,4385.4,4589.98333333333,4658.31666666667,4608.35,4471.5,3908.21666666667,4266.5,4819.91666666667,4886.61666666667,3970.78333333333,3101.56666666667,3889.38333333333,3955.76666666667,4030.63333333333,3672.33333333333,4472.76666666667,4206.03333333333,4657.31666666667,4688.91666666667,4456.73333333333,4511.43333333333,4916.68333333333,4771.26666666667,4695.13333333333,3950.23333333333,3950.23333333333,4332.55,4696.05,4842.35,3904.96666666667,3313.76666666667,3862.5,4650.75,4223.53333333333,4750.05,4673.31666666667,4353.78333333333,4582.38333333333,4411.31666666667,4403.36666666667,4810.6,4838.66666666667
"67","STANDING","15",3750.71698113208,3409.58490566038,2757.83018867925,6441.35849056604,1415.15094339623,4735.60377358491,5194.69811320755,4066.37735849057,3875.64150943396,3226.01886792453,3936.66037735849,4582.75471698113,2616.43396226415,3439.09433962264,3505.07547169811,3982.58490566038,3982.58490566038,4670.71698113208,4684.62264150943,5022.18867924528,5032.03773584906,3296.09433962264,5012.1320754717,5045.32075471698,4078.11320754717,5384.33962264151,4482.35849056604,5496.18867924528,4669.96226415094,4157.96226415094,4457.35849056604,4953.8679245283,5080.2641509434,5021.18867924528,3089.39622641509,4735.60377358491,5502.81132075472,4053.94339622642,4785.35849056604,4898.45283018868,3869.98113207547,5429.47169811321,4658.75471698113,5358.88679245283,4803.50943396226,4510.39622641509,5651.52830188679,4809.64150943396,4259.66037735849,4259.66037735849,4558.09433962264,4821.92452830189,5057.98113207547,5045.37735849057,3347.05660377358,4713.84905660377,4977.75471698113,3842.84905660377,5444.75471698113,4684.41509433962,5259.71698113208,4907.75471698113,4741.11320754717,4667.35849056604,4928.09433962264,5084.43396226415
"68","STANDING","16",3779.97435897436,2764.25641025641,3193.55128205128,5019.25641025641,4171.14102564103,1244.80769230769,5068.35897435897,4366.5641025641,3924.01282051282,2867.39743589744,4428.73076923077,5300.67948717949,3290.34615384615,3520.73076923077,3762.42307692308,4440.29487179487,4440.29487179487,5585.71794871795,5219.58974358974,5745.74358974359,5320.26923076923,4375.21794871795,5038.65384615385,5525.84615384615,5234.48717948718,5479.35897435897,5156.71794871795,5462.62820512821,5495.82051282051,4708,5045.16666666667,5523.08974358974,5671.88461538462,5203.58974358974,4060.84615384615,4691.26923076923,5479.51282051282,5143.26923076923,4548.21794871795,5437.83333333333,5055.98717948718,5519.64102564103,5278.23076923077,5315.98717948718,5545.33333333333,5345.23076923077,5682.08974358974,5915.32051282051,4719.03846153846,4719.03846153846,5097.28205128205,5389.89743589744,5663.20512820513,5148.17948717949,4269.98717948718,4637.98717948718,5600.32051282051,5068.92307692308,5544.5641025641,5294.82051282051,5216.21794871795,5607.76923076923,5150.39743589744,5107.64102564103,5507.91025641026,5699.38461538462
